"CR-02274","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-08041","FIANZA SOLIDARIA OTORGADA POR LA COOP. DOÑA ELENA"
"CR-08042","FIANZA SOLIDARIA OTORGADA POR LA COOP. EL VATICANO 123 R.L."
"CR-08043","FIANZA SOLIDARIA OTORGADA POR LA COOP. DOÑA ELENA"
"CR-08044","FIANZA SOLIDARIA OTORGADA POR LA COOP. EL VATICANO 123 R.L."
"CR-08045","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. DE TRANSPORTE MATERNO INFANTIL"
"CR-08048","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. TORUNOS EL REAL"
"CR-08049","HIPOTECA MOBILIARIA DE LA UNIDAD DE TRANSPORTE"
"CR-08050","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL TELE TAXI"
"CR-08051","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL TELE TAXI"
"CR-08052","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08054","ASOC. CIVIL ESCUELA BASICA EL PAJUIL"
"CR-08055","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08056","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOPERATIVA TORUNOS EL REAL"
"CR-08057","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08058","FIANZA SOLIDARIA OTORGADA POR LA ASOCIACION CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08061","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08063","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08064","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08066","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. TORUNOS EL REAL"
"CR-08067","PRENDA SOBRE MAQUINAS Y EQUIPOS"
"CR-08069","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08070","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08071","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. DE TRANSPORTE MATERNO INFANTIL"
"CR-08073"," FIANZA SOLIDARIA DE TODOS LOS SOCIOS DE LA COOPERATIVA"
"CR-08074","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08075","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. TORUNOS EL REAL"
"CR-08076","FIANZA SOLIDARIA OTORGADA A LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08077","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. MATERNO INFANTIL"
"CR-08078","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. TORUNOS E LREAL,"
"CR-08081","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE MAQUINA Y EQUIPOS"
"CR-08082","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08083","FIANZA PERSONAL OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08084","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08085","FIANZA SOLIDARIA OTORGADA POR LA COOP. DE TRANSPORTE MATERNO INFANTIL"
"CR-08086","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08088","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL TELE TAXI"
"CR-08092","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08093","FIANZA SOLIDARIA OTORGADA POR TODOS LOS SOCIOS DE LA COOPERATIVA"
"CR-08094","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08095","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08096","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08097","FIANZA SOLIDARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08098","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08099","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08100","FIANZA SOLIDARIA OTORGADA POR LA ASOCIACION CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08101","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. TORUNOS EL REAL 62"
"CR-08102","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08103","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08105","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08125","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO EL ANGEL DEL LLANO"
"CR-08152","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE URBANO"
"CR-08153","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL TOYOTEROS EL DESTIERRO"
"CR-08155","FIANZA SOLIDARIA OTORGADA POR LA COOPERATIVA CARLOS RAUL VILLANUEVA"
"CR-08157","HIPOTECA MOBILIRIA SOBRE LA UNIDAD DE TRANSPORTE RBANO"
"CR-08159","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE URBANO"
"CR-08161","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE URBANO"
"CR-08163","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOPERATIVA BARINAS 2021"
"CR-08172","ASOC. CIVIL DE LA ESCUELA BASICA ESTADAL UNITARIO  Nº 540"
"CR-08189","HIPOTECA MOBILIARIA SOBRE LOS EQUIPOS"
"CR-08193","FIANZA SOLIDARIA DE LA LINEA VENEZUELA"
"CR-08194","FIANZA SOLIDARIA OTORGADA POR LA UNION DE TOYOTEROS EL DESTIERRO"
"CR-08195","FIANZA SOLIDARIA OTORGADA POR LA COOP. DE TAXI CARLOS RAUL VILLANUEVA"
"CR-08196","FIANZA SOLIDARIA OTORGADA POR LA COOP. BARINAS 2021"
"CR-08197","FIANZA SOLIDARIA OTORGADA POR LA LINEA COOP. BARINAS 2021"
"CR-08198","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08199","FIANZA SOLIDARIA OTORGADA POR LA LINEA VENEZUELA"
"CR-08200","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08201","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-08202","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. COOP. DE TRANSPORTE MATERNO INFANTIL"
"CR-08203","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE (TAXI)"
"CR-08206",
"CR-08207","HIPOPTECA ESPECIAL DE PRIMER GRADO SOBRE BIENES INMUEBLE"
"CR-08208","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE MAQUINA Y EQUIPOS A ADQUIRIR"
"CR-08209","FIANZA SOLIDARIA OTORGADA POR LA COOP. DE TRANSPORTE LA MARQUESITA R.L."
"CR-08218","HIPOTECA ESPECIAL DE PRIMER GRADOSOBRE BIENES INMUEBLES"
"CR-08219","FIANZA SOLIDARIA"
"CR-08224","FIANZA SOLIDARIA DE LA LINEA ASOC. CIVIL DE CONDUCTORES MI RANCHITO"
"CR-08225","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08226","FIANZA SOLIDARIA OTORGADA POR LA LINEA ASOC. CIVIL DE CONDUCTORES MI RANCHITO"
"CR-08227","FIANZA SOLIDARIA DE LA LINEA DE TAXI NUESTRA SEÑORA DEL PILAR"
"CR-08228","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08229","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. LA MARQUESITA R.L."
"CR-08230","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES DE AUTOS LIBRES EL CARMEN"
"CR-08231"," FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE TAXIS EL VATICANO"
"CR-08232","FIANZA SOLIDARIA DE LA LINEA DE TAXI COOP. LA MARQUESITA R.L."
"CR-08233","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-08234","FIANZA SOLIDARIA OTORGADA POR LA LINEA ASOC. CIVIL AUTOMOTOR POR PUESTO CIUDAD MARQUESA"
"CR-08235","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI EL VATICANO"
"CR-08236","FIANZA SOLIDARIA DE LA LINEA DE TAXI EL VATICANO"
"CR-08237","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI FUNSALUD"
"CR-08238","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08239","FIANZA PERSONAL OTORGADA POR LA ASOC. COOP. BATALLA DE BARINAS 04"
"CR-08240","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08241","FIANZA SOLIDARIA DE LA LINEA DE TRANSPORTE VENEZUELA"
"CR-08242","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08243","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08250","FIANZA PERSONAL"
"CR-08252","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN CONJUNTO DE MEJORAS Y BIENHECHURIAS"
"CR-08254","FIANZA PERSONAL"
"CR-08255","HIPOTECA INMOBILIARIA"
"CR-08260","HIPOTECA DE PRIMER GRADO"
"CR-08261","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08262","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES DE AUTOS LIBRES EL CARMEN"
"CR-08263","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08264","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08265","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08266","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08267","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. BARINAS 2021"
"CR-08268","FIANZA SOLIDARIA DE LA COOP. TORUNOS EL REAL"
"CR-08269","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08270","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08271","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08272","FIANZA SOLIDARIA DE LA LINEA DE TAXI EL VATICANO"
"CR-08273","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08274","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08275","FIANZA SOLIDARIA OTORGADA POR LA LINEA VENEZUELA"
"CR-08276","FIANZA SOLIDARIA DE LA LINEA DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08277","FIANZA SOLIDARIA DE LA ASOC. CIVIL DE CONDUCTORES DE AUTOS LIBRES EL CARMEN"
"CR-08278","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08279","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL LINEA RAZZETI"
"CR-08280","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE CONDUCTORES POR PUESTO VENEZUELA"
"CR-08281","FIANZA SOLIDARIA DE LA LINEA DE TAXI MI RANCHITO"
"CR-08282","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI COOP. BARINAS 2021"
"CR-08283","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI BARINAS 2021"
"CR-08284","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08285","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08286","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08287","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08288","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE CONDUCTORES POR PUESTO EL ANGEL DEL LLANO"
"CR-08289","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08290","FIANZA SOLIDARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08291","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08293","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI CARLOS RAUL VILLANUEVA"
"CR-08294","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08337","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPETARIVA"
"CR-08338","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08339","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08340","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08341","HIPOTECA ESPECIAL DE PRIMER GRADO"
"CR-08342","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08343","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08344","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08345","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08346","FIANZA SOLIDARIA APORTADA POR LOS MIEMBROS LOS CIBER DEL MUNDO"
"CR-08347","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08403","HIPITECA ESPECIAL DE PRIMER GRADO SOBRE BIENHECHURIAS SOBRE UN LOTE DE TERRENO EN OBISPOS"
"CR-08589","FIANZA SOLIDARIA OTORGADA POR LA COOP. EL VATICANO 123 R.L."
"CR-08607","FIANZ SOLIDARIA OTORGADA POR LA COOP. EL VATICANO 123 R.L."
"CR-08615","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08661","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-08662","FIANZA SOLIDARIA DE LA ASOC. CIVIL DE TRANSPORTE SUPER TAXI RICEL D' VENEZUELA"
"CR-08667","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08669","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08671","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08672","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08675","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08677","FIANZA SOLIDARIA DE LA LINEA UNION DE TOYOTEROS EL DESTIERRO"
"CR-08678","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-08679","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08680","HIPOTECA DE PRIMER GRADO"
"CR-08681","HIPOTECA ESPECIAL DE PRIMER GRADO"
"CR-08682","HIPOTECA INMOBILIARIA"
"CR-08685","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08687","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08688","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08689","FIANZA SOLIDARIA"
"CR-08690","FIANZA SOLIDARIA"
"CR-08691","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08694","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08695","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-08696","FIANZA SOLIDARIA POR PARTE DE LOS SOCIOS DE LA COOPERATIVA"
"CR-08921","FIANZA SOLIDARIA SOBRE LOS SOCIOS DE LA COOPERATIVA"
"CR-09157","GARANTIA PRENDA SIN DESPLAZAMIENTO SOBRE 18 SEMOVIENTES"
"CR-09189","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA PYMI"
"CR-09230","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA PYMI"
"CR-09231","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA PYMI"
"CR-09232","FIANZA SOLIDARIA OTORGADA A LOS INTEGRANTES DE LA PYMI"
"CR-09233","FIANZA SOLIDARIA OTORGADA A LOS INTEGRANTES DE LA PYMI"
"CR-09234","FIANZA SOLIDARIA"
"CR-09235","FIANZA SOLIDARIA"
"CR-09236","FIANZA SOLIDARIA"
"CR-09237","FIANZA SOLIDARIA"
"CR-09238","FIANZA SOLIDARIA"
"CR-09239","FIANZA SOLIDARIA"
"CR-09240","FIANZA SOLIDARIA"
"CR-09268","FIANZA SOLIDARIA"
"CR-09289","PRENDA SIN DESPLAZAMIENTO SOBRE LA MAQUINA Y EQUIPO"
"CR-09344","FIANZA SOLIDARIA OTORGADA POR LA LINEA COOP. DE TAXIS LOS FRUTOS DE LA REVOLUCION"
"CR-09345","FIANZA SOLIDARIA OTORGADA POR LA COOP. DE TAXI LOS FRUTOS DE LA REVOLUCION"
"CR-09348","CREDITO MANCOMUNADO ESPOSO JOSE MARTIN BECERRA C.I: 15669580"
"CR-09353","RESERVA DE DOMINIO"
"CR-09449","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-09450","FIANZA SOLIDARIA DE LOS INTEGRANTES DE LA COOPERATIVA"
"CR-09452","FIANZA PERSONAL"
"CR-09453","HIPOTECA DE PRIMER GRADO"
"CR-09454","PRENDA SIN DESPLAZAMIENTO SOBRE MAQUINA Y EQUIPOS A ADQUIRIR"
"CR-09455",
"CR-09457","FIANZA PERSONAL"
"CR-09458","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE MAQUINA Y EQUIPOS A ADQUIRIR"
"CR-09460","FIANZA SOLIDARIA"
"CR-09462","FIANZA PERSONAL"
"CR-09463","FIANZA PERSONAL"
"CR-09464","FIANZA PERSONAL"
"CR-09465","FIANZA PERSONAL"
"CR-09466","PRENDA DE DESPLAZAMIENTO DE POSESION SOBRE MAQUINAS Y EQUIPOS A ADQUIRIR"
"CR-09467","FIANZA SOLIDARIA"
"CR-09486","FIANZA PERSONAL A SALAZAR ANA C.I. 8,248,731"
"CR-09487","PRENDA SIN DESPLAZAMIENTODEI POSESION SOBRE MAQUINAS Y EQUIPOS"
"CR-09488","FIANZA SOLIDARIA"
"CR-09489","FIANZA SOLIDARIA"
"CR-09492","HIPOTECA DE PRIMER GRADO"
"CR-09493","FIANZA PERSONAL A CARMEN SOCORRO MORENO FLORES C.I. 11,708,958"
"CR-09494","FIANZA PERSONAL"
"CR-09495","FIANZA SOLIDARIA"
"CR-09496","FIANZA SOLIDARIA OTORGADA POR LA LINEA COOP. DE TAXI CORONEL FRANCISCO ARAMENDI"
"CR-09497","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09499","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09500","RESERVA DE DOMINIO SOBRE VEHICULO RENAULT SYMBOL BLANCO ARTICA TIPO SEDAN"
"CR-09501","FIANZA SOLIDARIA OTORGADA POR LA SOCIEDAD CIVIL MOTO KING'S"
"CR-09502","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09503","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI DOÑA ELENA"
"CR-09504","FIANZA SOLIDARIA OTORGADA POR LINEA COOP. ENFEBA 101 R.L."
"CR-09505","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS LAS PALMAS"
"CR-09506","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI ASOC. CIVIL LA HORMIGUITA"
"CR-09508","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS LAS PALMAS"
"CR-09510","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI LAS PALMAS"
"CR-09511","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI ENFEBA 101 R.L."
"CR-09512","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LAS PALMAS"
"CR-09513","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09514","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI AMBULATORIO SOCIAL"
"CR-09515","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI LOS FRUTOS DE LA REVOLUCION"
"CR-09516","FIANZA SOLIDARIA OTORGADA A LA LINEA COOP. ENFEBA 101 R.L."
"CR-09517","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09518","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09519","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09520","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI 6 DE  ENERO"
"CR-09521","RESERVA DE DOMINIO"
"CR-09522","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI FUNSALUD"
"CR-09523","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI COOP. LOS FRUTOS DE LA REVOLUCION"
"CR-09524","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI AMBULATORIO SOCIAL"
"CR-09525","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI CORONEL FRANCISCO ARAMENDI"
"CR-09526","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI ENFEBA 101 R.L."
"CR-09527","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI LAS PALMAS"
"CR-09528","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI LAS PALMAS"
"CR-09529","RESERVA DE DOMINIO A FAVOR DE FONCREB"
"CR-09530","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09531","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI BARINAS 2021"
"CR-09533","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI 6 DE ENERO"
"CR-09534","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09535","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE NERO"
"CR-09536","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI COOP. ENFEBA 101 R.L."
"CR-09537","CREDITO MANCOMUNADO"
"CR-09538","FIANZA SOLIDARIA OTORGADA A LA COOP. DE TAXI LOS FRUTOS DE LA REVOLUCION"
"CR-09539","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE VENEZUELA"
"CR-09540","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TRANSPORTE VENEZUELA"
"CR-09541","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09626","CREDITO MANCOMUNADO"
"CR-09627","CREDITO MANCOMUNADO"
"CR-09628","CREDITO MANCOMUNADO"
"CR-09629","CREDITO MANCOMUNADO"
"CR-09631","CREDITO MANCOMUNADO"
"CR-09635","CREDITO MANCOMUNADO"
"CR-09641","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL SANTO DOMINGO  DFE GUZMAN"
"CR-09642","FIANZA OTORGADA POR LA ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09643","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09648","FIANZA SOLIDARIA"
"CR-09649","HIPOTECA DE PRIMER GRADO"
"CR-09650","FIANZA SOLIDARIA"
"CR-09651","FIANZA SOLIDARIA"
"CR-09652","FIANZA SOLIDARIA"
"CR-09653","FIANZA SOLIDARIA OTORGADA POR LA COOP. DE TAXIS COOP. LA PEDRACEÑA"
"CR-09654","FIANZA SOLIDARIA DE LA LINEA DE TAXI COOP. CIUDAD BOLIVIA"
"CR-09655","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS CIUDAD BOLIVIA"
"CR-09656","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI CCOP. LA PEDRACEÑA"
"CR-09657","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI CIUDAD BOLIVIA"
"CR-09658","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS EL VATICANO"
"CR-09659","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS CORONEL FRANCISCO ARAMENDI"
"CR-09660","FIANZA SOLIDARIA"
"CR-09661","FIANZA SOLIDARIA"
"CR-09662","FIANZA SOLIDARIA"
"CR-09663","FIANZA SOLIDARIA"
"CR-09664","FIANZA SOLIDARIA"
"CR-09732","FIANZA SOLIDARIA"
"CR-09734","FIANZA SOLIDARIA"
"CR-09737","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. CIUDAD BOLIVIA"
"CR-09738","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. CIUDAD BOLIVIA"
"CR-09739","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL DE TRANSP. URBANO SANTO DOMINGO DE GUZMAN"
"CR-09740","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-09741","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-09742","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE SANTO DOMINGO DE GUZMAN"
"CR-09743","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE MAQUINAS Y EQUIPOS"
"CR-09744","FIANZA SOLIDARIA OTORGADA POR LA UNIDAD DE TRANSPORTE SANTO DOMINGO DE GUZMAN"
"CR-09745","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TRANSPORTE URBANO ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09746","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXI 6 DE ENERO"
"CR-09748","FIANZA SOLIDARIA"
"CR-09749","HIPOTECA MOBILIARIA SOBRE LA UNIDAD DE TRANSPORTE"
"CR-09750","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09751","FIANZA SOLIDARIA OTORGADA A LA ASOC. CIVIL SANTO DOMINGO DE GUZMAN"
"CR-09752","FIANZA SOLIDARIA OTORGADA A LA ASOC. CIVIL DE TRANSPORTE SANTO DOMINGO DE GUZMAN"
